name,dataset,default,scoring-clasp
mHealth,mHealth_Subject10_Ankle_X-Mag,17837.477233258505,206.5415364593631
mHealth,mHealth_Subject10_Ankle_Y-Mag,13761.411678205992,172.5499684272995
mHealth,mHealth_Subject10_Ankle_Z-Mag,13995.920452987582,183.30474127588587
WESAD,WESAD_Subject2_chest_X-ACC,1806.4876889049262,7.302682595635659
WESAD,WESAD_Subject2_chest_Y-ACC,1908.9191841111324,7.7449840552410505
WESAD,WESAD_Subject2_chest_Z-ACC,1836.6122322431142,7.456153605158608
WESAD,WESAD_Subject2_chest_ECG,1764.0325509220395,7.685414201615143
WESAD,WESAD_Subject2_chest_EMG,1589.8710908171247,6.953984966070098
WESAD,WESAD_Subject2_chest_EDA,1763.4467898219852,8.35190535154122
WESAD,WESAD_Subject2_chest_Temp,1605.3159759611942,6.941434491708901
WESAD,WESAD_Subject2_chest_Resp,2239.606916952359,8.485428932473267
WESAD,WESAD_Subject3_chest_X-ACC,1926.0874947670125,7.928325191730578
WESAD,WESAD_Subject3_chest_Y-ACC,2031.543964058391,8.155003161773571
WESAD,WESAD_Subject3_chest_Z-ACC,2012.5338332290585,8.294044304116847
WESAD,WESAD_Subject3_chest_ECG,1824.9732234498354,7.748085349923419
WESAD,WESAD_Subject3_chest_EMG,1738.8032697610417,7.678465343742202
WESAD,WESAD_Subject3_chest_EDA,1924.725479896972,8.119049351910414
WESAD,WESAD_Subject3_chest_Temp,1717.0823788361615,7.539539368991553
WESAD,WESAD_Subject3_chest_Resp,3845.7238239283442,11.5048388308002
WESAD,WESAD_Subject4_chest_X-ACC,1940.9153716586482,7.580255830950943
WESAD,WESAD_Subject4_chest_Y-ACC,2022.1151793139686,7.9290150511574
WESAD,WESAD_Subject4_chest_Z-ACC,1934.1120442383208,7.5744124513608835
WESAD,WESAD_Subject4_chest_ECG,1781.3817862548358,7.554357157104614
WESAD,WESAD_Subject4_chest_EMG,1643.4263318256562,7.21237623256027
WESAD,WESAD_Subject4_chest_EDA,1622.683901804084,7.395408034076308
WESAD,WESAD_Subject4_chest_Temp,1646.0498950499189,7.29768067988464
WESAD,WESAD_Subject4_chest_Resp,2677.8947213310526,8.80786735880322
WESAD,WESAD_Subject5_chest_X-ACC,1860.4357372289742,7.31585349597661
WESAD,WESAD_Subject5_chest_Y-ACC,1917.8647421909611,7.652449192047562
WESAD,WESAD_Subject5_chest_Z-ACC,1801.6405006527907,7.460665128112514
WESAD,WESAD_Subject5_chest_ECG,1857.9966082151584,8.122158075333564
WESAD,WESAD_Subject5_chest_EMG,1651.464009485079,7.298919720174907
WESAD,WESAD_Subject5_chest_EDA,1918.8780620316652,8.300432427841244
WESAD,WESAD_Subject5_chest_Temp,1563.7482367861305,7.031286729618161
WESAD,WESAD_Subject5_chest_Resp,4752.619577978567,11.09467794094177
MIT-BIH-VE,MIT-BIH-VE_ECG_Subject418,1760.6321051566194,8.023502171136077
MIT-BIH-VE,MIT-BIH-VE_ECG_Subject418,1717.736274869999,8.02546385086412
MIT-BIH-VE,MIT-BIH-VE_ECG_Subject419,1913.4240840612028,8.984749428535753
MIT-BIH-VE,MIT-BIH-VE_ECG_Subject419,1875.994075860841,8.967810208726146
MIT-BIH-VE,MIT-BIH-VE_ECG_Subject420,2129.4849335696017,9.5965739366806
MIT-BIH-VE,MIT-BIH-VE_ECG_Subject420,2124.6218173165184,9.580032600161177
MIT-BIH-VE,MIT-BIH-VE_ECG_Subject421,2330.777040665223,11.360907569541922
MIT-BIH-VE,MIT-BIH-VE_ECG_Subject421,2321.072397342836,11.324622468100198
MIT-BIH-VE,MIT-BIH-VE_ECG_Subject422,1887.1727359399972,8.600486107796808
MIT-BIH-VE,MIT-BIH-VE_ECG_Subject422,1877.775822109032,8.60026020308394
MIT-BIH-VE,MIT-BIH-VE_ECG_Subject423,1787.201857709524,8.134061916101885
MIT-BIH-VE,MIT-BIH-VE_ECG_Subject423,1788.8649393000642,8.184836438260234
MIT-BIH-VE,MIT-BIH-VE_ECG_Subject424,1995.0904813435102,9.293928137126661
MIT-BIH-VE,MIT-BIH-VE_ECG_Subject424,2040.4363175744413,9.345155712890765
MIT-BIH-VE,MIT-BIH-VE_ECG_Subject425,1958.6205044063365,8.540818963711407
MIT-BIH-VE,MIT-BIH-VE_ECG_Subject425,1946.1577119501974,8.557210569774957
MIT-BIH-VE,MIT-BIH-VE_ECG_Subject426,2022.2300475035313,9.116887710590216
MIT-BIH-VE,MIT-BIH-VE_ECG_Subject426,2039.8391860723045,9.142330277154716
MIT-BIH-VE,MIT-BIH-VE_ECG_Subject427,1781.5554444996098,7.7072798292600355
MIT-BIH-VE,MIT-BIH-VE_ECG_Subject427,1778.7533100905046,7.726174924442772
MIT-BIH-VE,MIT-BIH-VE_ECG_Subject428,2105.8551195744644,9.904385253163461
MIT-BIH-VE,MIT-BIH-VE_ECG_Subject428,2121.9741457053346,9.903082423758496
MIT-BIH-VE,MIT-BIH-VE_ECG_Subject429,1922.76505481089,8.894583794406323
MIT-BIH-VE,MIT-BIH-VE_ECG_Subject429,1929.4538032345954,8.905973469046682
MIT-BIH-VE,MIT-BIH-VE_ECG_Subject430,2512.956444433723,12.27643341796656
MIT-BIH-VE,MIT-BIH-VE_ECG_Subject430,2524.1609076132595,12.256207352721649
MIT-BIH-VE,MIT-BIH-VE_ECG_Subject602,2156.6802307475305,10.842692640808185
MIT-BIH-VE,MIT-BIH-VE_ECG_Subject602,2128.3119117725932,10.831301302123363
MIT-BIH-VE,MIT-BIH-VE_ECG_Subject605,1817.7139024264332,7.846397833947027
MIT-BIH-VE,MIT-BIH-VE_ECG_Subject605,1836.93798882232,7.843668978027587
MIT-BIH-VE,MIT-BIH-VE_ECG_Subject607,2064.080702488833,9.385362024584312
MIT-BIH-VE,MIT-BIH-VE_ECG_Subject607,2067.4581263922605,9.350539073271278
MIT-BIH-VE,MIT-BIH-VE_ECG_Subject609,1784.7814642183953,8.043588258088082
MIT-BIH-VE,MIT-BIH-VE_ECG_Subject609,1777.2738068703925,8.06546698068679
MIT-BIH-VE,MIT-BIH-VE_ECG_Subject610,1989.8585437987763,9.150208955452738
MIT-BIH-VE,MIT-BIH-VE_ECG_Subject610,1960.406509893892,9.14320523729442
MIT-BIH-VE,MIT-BIH-VE_ECG_Subject611,1729.4556237004997,7.4113892072378205
MIT-BIH-VE,MIT-BIH-VE_ECG_Subject611,1717.478457667706,7.390000453453244
MIT-BIH-VE,MIT-BIH-VE_ECG_Subject612,1830.8895549529466,7.835100914066379
MIT-BIH-VE,MIT-BIH-VE_ECG_Subject612,1841.8824923175089,7.806089497586884
MIT-BIH-VE,MIT-BIH-VE_ECG_Subject614,2085.5875058292168,9.553178669061747
MIT-BIH-VE,MIT-BIH-VE_ECG_Subject614,2064.5412561801554,9.541770604878526
MIT-BIH-VE,MIT-BIH-VE_ECG_Subject615,1807.4730645199709,8.002870584862713
MIT-BIH-VE,MIT-BIH-VE_ECG_Subject615,1816.609373690528,7.998079552934835
MIT-BIH-Arr,MIT-BIH-Arr_MLII_Subject100,1616.8685256542058,7.361851835348213
MIT-BIH-Arr,MIT-BIH-Arr_V5_Subject100,1607.1030592665495,7.404443479984419
MIT-BIH-Arr,MIT-BIH-Arr_MLII_Subject101,1644.2528858914811,7.430250916633365
MIT-BIH-Arr,MIT-BIH-Arr_V1_Subject101,1908.3796333145424,9.039362393615509
MIT-BIH-Arr,MIT-BIH-Arr_V5_Subject102,1692.0578164181313,7.456503550523719
MIT-BIH-Arr,MIT-BIH-Arr_V2_Subject102,1585.7055040423545,7.3639703281155375
MIT-BIH-Arr,MIT-BIH-Arr_MLII_Subject103,1642.898392244468,7.7173542962657
MIT-BIH-Arr,MIT-BIH-Arr_V2_Subject103,1693.4189077828419,7.72280740759045
MIT-BIH-Arr,MIT-BIH-Arr_V5_Subject104,1974.7721940773301,8.841256213284108
MIT-BIH-Arr,MIT-BIH-Arr_V2_Subject104,1840.9138341587563,8.375948547710909
MIT-BIH-Arr,MIT-BIH-Arr_MLII_Subject105,1781.442250164372,8.250979856981633
MIT-BIH-Arr,MIT-BIH-Arr_V1_Subject105,1860.6086926951136,8.639412554652797
MIT-BIH-Arr,MIT-BIH-Arr_MLII_Subject106,1769.5297003854087,8.663468556490068
MIT-BIH-Arr,MIT-BIH-Arr_V1_Subject106,1724.1938644322604,8.13583728306809
MIT-BIH-Arr,MIT-BIH-Arr_MLII_Subject107,1605.825757973845,7.158537559881881
MIT-BIH-Arr,MIT-BIH-Arr_V1_Subject107,1674.805793385135,7.462698683125382
MIT-BIH-Arr,MIT-BIH-Arr_MLII_Subject108,1774.2560523900147,8.058600701189631
MIT-BIH-Arr,MIT-BIH-Arr_V1_Subject108,1767.2659229776032,7.704402233433525
MIT-BIH-Arr,MIT-BIH-Arr_MLII_Subject109,1607.367341005899,8.013529404923766
MIT-BIH-Arr,MIT-BIH-Arr_V1_Subject109,1663.7895479255983,7.898775143342604
MIT-BIH-Arr,MIT-BIH-Arr_MLII_Subject111,1632.462598712187,7.750961497383165
MIT-BIH-Arr,MIT-BIH-Arr_V1_Subject111,1652.6181832392026,7.458746927257323
MIT-BIH-Arr,MIT-BIH-Arr_MLII_Subject112,1636.6423783062612,7.469468796807536
MIT-BIH-Arr,MIT-BIH-Arr_V1_Subject112,1618.8073334861153,7.394414860123709
MIT-BIH-Arr,MIT-BIH-Arr_MLII_Subject113,1601.9392040905539,7.371155572889565
MIT-BIH-Arr,MIT-BIH-Arr_V1_Subject113,1690.0501573085685,7.7966748435497575
MIT-BIH-Arr,MIT-BIH-Arr_V5_Subject114,1648.3763670302208,7.634111063107546
MIT-BIH-Arr,MIT-BIH-Arr_MLII_Subject114,1720.91088077675,7.764532895811601
MIT-BIH-Arr,MIT-BIH-Arr_MLII_Subject115,1668.329606284992,7.96183799622013
MIT-BIH-Arr,MIT-BIH-Arr_V1_Subject115,1633.2497896751177,7.615051697823886
MIT-BIH-Arr,MIT-BIH-Arr_MLII_Subject116,1660.107412014371,7.609558027224369
MIT-BIH-Arr,MIT-BIH-Arr_V1_Subject116,1709.7531024456437,7.76581706479435
MIT-BIH-Arr,MIT-BIH-Arr_MLII_Subject117,1615.2508305619772,7.401921907611256
MIT-BIH-Arr,MIT-BIH-Arr_V2_Subject117,1599.8665366721777,7.435460272894337
MIT-BIH-Arr,MIT-BIH-Arr_MLII_Subject118,1648.1695137780762,7.491486696704189
MIT-BIH-Arr,MIT-BIH-Arr_V1_Subject118,1697.4688050281843,7.803089420699968
MIT-BIH-Arr,MIT-BIH-Arr_MLII_Subject119,1718.0962932706848,7.997217575580096
MIT-BIH-Arr,MIT-BIH-Arr_V1_Subject119,1652.88327305268,7.772741123110568
MIT-BIH-Arr,MIT-BIH-Arr_MLII_Subject121,1690.492291641234,7.637707595336505
MIT-BIH-Arr,MIT-BIH-Arr_V1_Subject121,1682.3792258777883,7.719813854085808
MIT-BIH-Arr,MIT-BIH-Arr_MLII_Subject122,1602.1300343454786,7.35843379280542
MIT-BIH-Arr,MIT-BIH-Arr_V1_Subject122,1528.9659901744878,7.170507244438154
MIT-BIH-Arr,MIT-BIH-Arr_MLII_Subject123,1620.135583414188,7.403828543500438
MIT-BIH-Arr,MIT-BIH-Arr_V5_Subject123,1648.5412096878729,7.418477819671726
MIT-BIH-Arr,MIT-BIH-Arr_MLII_Subject124,1702.7211317384863,7.694155205571248
MIT-BIH-Arr,MIT-BIH-Arr_V4_Subject124,1661.921922192191,7.663098193813544
MIT-BIH-Arr,MIT-BIH-Arr_MLII_Subject200,1862.359165534733,8.140490616929622
MIT-BIH-Arr,MIT-BIH-Arr_V1_Subject200,1809.6747271156676,8.186967132736902
MIT-BIH-Arr,MIT-BIH-Arr_MLII_Subject201,1681.6577834172244,7.531038289703672
MIT-BIH-Arr,MIT-BIH-Arr_V1_Subject201,1696.4014523075518,7.617465349726645
MIT-BIH-Arr,MIT-BIH-Arr_MLII_Subject202,1707.5903837441601,8.000688635272217
MIT-BIH-Arr,MIT-BIH-Arr_V1_Subject202,1777.377797893441,8.08542693905906
MIT-BIH-Arr,MIT-BIH-Arr_MLII_Subject203,1715.9737648203045,7.689837016837217
MIT-BIH-Arr,MIT-BIH-Arr_V1_Subject203,1681.9218705372466,7.204527214151161
MIT-BIH-Arr,MIT-BIH-Arr_MLII_Subject205,1653.550618364333,7.5373449895531826
MIT-BIH-Arr,MIT-BIH-Arr_V1_Subject205,1648.459975721482,7.4455214355182395
MIT-BIH-Arr,MIT-BIH-Arr_MLII_Subject207,1975.7608791929213,9.240587466276619
MIT-BIH-Arr,MIT-BIH-Arr_V1_Subject207,1880.136170453029,8.78509353675873
MIT-BIH-Arr,MIT-BIH-Arr_MLII_Subject208,1697.2905315655432,7.65026658300776
MIT-BIH-Arr,MIT-BIH-Arr_V1_Subject208,1714.4953273540002,7.853329827064012
MIT-BIH-Arr,MIT-BIH-Arr_MLII_Subject209,1817.4202301407622,8.075815122205196
MIT-BIH-Arr,MIT-BIH-Arr_V1_Subject209,1753.0881591894674,7.686395488818251
MIT-BIH-Arr,MIT-BIH-Arr_MLII_Subject210,1691.861301210527,7.584006767095827
MIT-BIH-Arr,MIT-BIH-Arr_V1_Subject210,1708.175237335181,7.477367074240719
MIT-BIH-Arr,MIT-BIH-Arr_MLII_Subject212,1815.1336629522984,8.403618099787288
MIT-BIH-Arr,MIT-BIH-Arr_V1_Subject212,1884.2478704303044,9.023089475729915
MIT-BIH-Arr,MIT-BIH-Arr_MLII_Subject213,1576.6863873748655,7.16469113993043
MIT-BIH-Arr,MIT-BIH-Arr_V1_Subject213,1604.3669585117123,7.296258475735139
MIT-BIH-Arr,MIT-BIH-Arr_MLII_Subject214,1771.0956910740451,8.389755147679445
MIT-BIH-Arr,MIT-BIH-Arr_V1_Subject214,1714.5923361521056,7.937220038886126
MIT-BIH-Arr,MIT-BIH-Arr_MLII_Subject215,1753.3363765857946,7.698468793282059
MIT-BIH-Arr,MIT-BIH-Arr_V1_Subject215,1746.1367999324539,7.700592107767875
MIT-BIH-Arr,MIT-BIH-Arr_MLII_Subject217,1905.0856437112923,8.603993599886268
MIT-BIH-Arr,MIT-BIH-Arr_V1_Subject217,1742.0298716314273,7.874751210683151
MIT-BIH-Arr,MIT-BIH-Arr_MLII_Subject219,1742.5987074260686,7.9925802472413
MIT-BIH-Arr,MIT-BIH-Arr_V1_Subject219,1659.8034220754473,7.535198386824853
MIT-BIH-Arr,MIT-BIH-Arr_MLII_Subject220,1625.7317011954156,7.420953823711934
MIT-BIH-Arr,MIT-BIH-Arr_V1_Subject220,1609.7827239108706,7.338294788459393
MIT-BIH-Arr,MIT-BIH-Arr_MLII_Subject221,1658.3406908381978,7.362774107152647
MIT-BIH-Arr,MIT-BIH-Arr_V1_Subject221,1723.2723637803565,7.579777985410831
MIT-BIH-Arr,MIT-BIH-Arr_MLII_Subject222,1995.7443361850367,9.285418936435246
MIT-BIH-Arr,MIT-BIH-Arr_V1_Subject222,1997.0113036062735,9.487339094163374
MIT-BIH-Arr,MIT-BIH-Arr_MLII_Subject223,1773.3283181789702,8.246260951877883
MIT-BIH-Arr,MIT-BIH-Arr_V1_Subject223,1825.1260270580838,8.610132088204596
MIT-BIH-Arr,MIT-BIH-Arr_MLII_Subject228,1826.4089347025943,8.158187283558915
MIT-BIH-Arr,MIT-BIH-Arr_V1_Subject228,1733.333472000011,8.0832736614154
MIT-BIH-Arr,MIT-BIH-Arr_MLII_Subject230,2050.920053779541,9.799058758375834
MIT-BIH-Arr,MIT-BIH-Arr_V1_Subject230,2103.850188258988,10.438861144223212
MIT-BIH-Arr,MIT-BIH-Arr_MLII_Subject231,1752.6337096390703,7.934699483828511
MIT-BIH-Arr,MIT-BIH-Arr_V1_Subject231,1710.7904528312304,7.789353528733503
MIT-BIH-Arr,MIT-BIH-Arr_MLII_Subject232,1747.7768211612645,7.579403346504715
MIT-BIH-Arr,MIT-BIH-Arr_V1_Subject232,1816.1550399587645,7.9209095803816405
MIT-BIH-Arr,MIT-BIH-Arr_MLII_Subject233,1701.1036786838124,7.742821009905714
MIT-BIH-Arr,MIT-BIH-Arr_V1_Subject233,1713.2507451586432,7.616363730759671
MIT-BIH-Arr,MIT-BIH-Arr_MLII_Subject234,1720.8477796298212,8.105650194894364
MIT-BIH-Arr,MIT-BIH-Arr_V1_Subject234,1664.508567289616,7.507553028009214
SleepDB,SleepDB_SubjectST7011J0-PSG_EEG_Fpz-Cz,2536.3023104491817,
SleepDB,SleepDB_SubjectST7011J0-PSG_EEG_Pz-Oz,2577.220211858843,
SleepDB,SleepDB_SubjectST7011J0-PSG_EOG_horizontal,2473.884309358448,
SleepDB,SleepDB_SubjectST7011J0-PSG_EMG_submental,2403.3762254314943,
SleepDB,SleepDB_SubjectST7022J0-PSG_EEG_Fpz-Cz,2576.0782874546458,
SleepDB,SleepDB_SubjectST7022J0-PSG_EEG_Pz-Oz,2484.4223247217838,
SleepDB,SleepDB_SubjectST7022J0-PSG_EOG_horizontal,2596.1420569434417,
SleepDB,SleepDB_SubjectST7022J0-PSG_EMG_submental,2587.5468637459917,
SleepDB,SleepDB_SubjectST7041J0-PSG_EEG_Fpz-Cz,2498.9314782322485,
SleepDB,SleepDB_SubjectST7041J0-PSG_EEG_Pz-Oz,2559.1509427058745,
SleepDB,SleepDB_SubjectST7041J0-PSG_EOG_horizontal,2523.2847109757954,
SleepDB,SleepDB_SubjectST7041J0-PSG_EMG_submental,2573.016974125267,
SleepDB,SleepDB_SubjectST7052J0-PSG_EEG_Fpz-Cz,2533.408270155806,
SleepDB,SleepDB_SubjectST7052J0-PSG_EEG_Pz-Oz,2498.153607287774,
SleepDB,SleepDB_SubjectST7052J0-PSG_EOG_horizontal,2615.0299127002986,
SleepDB,SleepDB_SubjectST7052J0-PSG_EMG_submental,2513.5489514270803,
SleepDB,SleepDB_SubjectST7061J0-PSG_EEG_Fpz-Cz,2436.8574836559214,
SleepDB,SleepDB_SubjectST7061J0-PSG_EEG_Pz-Oz,2404.9211613015036,
SleepDB,SleepDB_SubjectST7061J0-PSG_EOG_horizontal,2420.2918637166586,
SleepDB,SleepDB_SubjectST7061J0-PSG_EMG_submental,2516.841801995983,
SleepDB,SleepDB_SubjectST7071J0-PSG_EEG_Fpz-Cz,2539.9549434562177,
SleepDB,SleepDB_SubjectST7071J0-PSG_EEG_Pz-Oz,2550.018624607988,
SleepDB,SleepDB_SubjectST7071J0-PSG_EOG_horizontal,2554.6990274281284,
SleepDB,SleepDB_SubjectST7071J0-PSG_EMG_submental,2353.731770578866,
SleepDB,SleepDB_SubjectST7082J0-PSG_EEG_Fpz-Cz,2536.078764970707,
SleepDB,SleepDB_SubjectST7082J0-PSG_EEG_Pz-Oz,2473.0104669799607,
SleepDB,SleepDB_SubjectST7082J0-PSG_EOG_horizontal,2547.430376709862,
SleepDB,SleepDB_SubjectST7082J0-PSG_EMG_submental,2601.8256571983165,
SleepDB,SleepDB_SubjectST7092J0-PSG_EEG_Fpz-Cz,2548.532394472949,
SleepDB,SleepDB_SubjectST7092J0-PSG_EEG_Pz-Oz,2489.5356933148637,
SleepDB,SleepDB_SubjectST7092J0-PSG_EOG_horizontal,2518.7702255744125,
SleepDB,SleepDB_SubjectST7092J0-PSG_EMG_submental,2328.6858345822898,
SleepDB,SleepDB_SubjectST7101J0-PSG_EEG_Fpz-Cz,2529.788179055093,
SleepDB,SleepDB_SubjectST7101J0-PSG_EEG_Pz-Oz,2468.923492952358,
SleepDB,SleepDB_SubjectST7101J0-PSG_EOG_horizontal,2558.345212639856,
SleepDB,SleepDB_SubjectST7101J0-PSG_EMG_submental,2442.1302740909637,
SleepDB,SleepDB_SubjectST7112J0-PSG_EEG_Fpz-Cz,2499.7515734334593,
SleepDB,SleepDB_SubjectST7112J0-PSG_EEG_Pz-Oz,2450.401422412085,
SleepDB,SleepDB_SubjectST7112J0-PSG_EOG_horizontal,2521.608424747189,
SleepDB,SleepDB_SubjectST7112J0-PSG_EMG_submental,2530.9493765232705,
SleepDB,SleepDB_SubjectST7121J0-PSG_EEG_Fpz-Cz,2463.541169878851,
SleepDB,SleepDB_SubjectST7121J0-PSG_EEG_Pz-Oz,2554.9261420394973,
SleepDB,SleepDB_SubjectST7121J0-PSG_EOG_horizontal,2559.8859892418504,
SleepDB,SleepDB_SubjectST7121J0-PSG_EMG_submental,2383.003247666813,
SleepDB,SleepDB_SubjectST7132J0-PSG_EEG_Fpz-Cz,2496.750799950443,
SleepDB,SleepDB_SubjectST7132J0-PSG_EEG_Pz-Oz,2535.7106632704813,
SleepDB,SleepDB_SubjectST7132J0-PSG_EOG_horizontal,2606.8827734480888,
SleepDB,SleepDB_SubjectST7132J0-PSG_EMG_submental,2536.231209680574,
SleepDB,SleepDB_SubjectST7141J0-PSG_EEG_Fpz-Cz,2539.1309181143347,
SleepDB,SleepDB_SubjectST7141J0-PSG_EEG_Pz-Oz,2591.050290822168,
SleepDB,SleepDB_SubjectST7141J0-PSG_EOG_horizontal,2674.2043133162465,
SleepDB,SleepDB_SubjectST7141J0-PSG_EMG_submental,2647.571167499293,
SleepDB,SleepDB_SubjectST7151J0-PSG_EEG_Fpz-Cz,2759.363233834414,
SleepDB,SleepDB_SubjectST7151J0-PSG_EEG_Pz-Oz,2654.171745960627,
SleepDB,SleepDB_SubjectST7151J0-PSG_EOG_horizontal,2771.6667998760486,
SleepDB,SleepDB_SubjectST7151J0-PSG_EMG_submental,2670.6348977111816,
SleepDB,SleepDB_SubjectST7162J0-PSG_EEG_Fpz-Cz,2445.94083985629,
SleepDB,SleepDB_SubjectST7162J0-PSG_EEG_Pz-Oz,2491.237338041583,
SleepDB,SleepDB_SubjectST7162J0-PSG_EOG_horizontal,2556.0560144189476,
SleepDB,SleepDB_SubjectST7162J0-PSG_EMG_submental,2332.9865850475517,
SleepDB,SleepDB_SubjectST7171J0-PSG_EEG_Fpz-Cz,2604.296165060922,
SleepDB,SleepDB_SubjectST7171J0-PSG_EEG_Pz-Oz,2573.4673329678703,
SleepDB,SleepDB_SubjectST7171J0-PSG_EOG_horizontal,2639.084905838262,
SleepDB,SleepDB_SubjectST7171J0-PSG_EMG_submental,2484.122567036793,
SleepDB,SleepDB_SubjectST7182J0-PSG_EEG_Fpz-Cz,2623.4025689001073,
SleepDB,SleepDB_SubjectST7182J0-PSG_EEG_Pz-Oz,2608.5438619348943,
SleepDB,SleepDB_SubjectST7182J0-PSG_EOG_horizontal,2696.385891940182,
SleepDB,SleepDB_SubjectST7182J0-PSG_EMG_submental,2741.9734181430917,
SleepDB,SleepDB_SubjectST7192J0-PSG_EEG_Fpz-Cz,2636.4762304358455,
SleepDB,SleepDB_SubjectST7192J0-PSG_EEG_Pz-Oz,2704.8144711027135,
SleepDB,SleepDB_SubjectST7192J0-PSG_EOG_horizontal,2702.696130797216,
SleepDB,SleepDB_SubjectST7192J0-PSG_EMG_submental,2699.341841385329,
SleepDB,SleepDB_SubjectST7201J0-PSG_EEG_Fpz-Cz,2556.9515293309723,
SleepDB,SleepDB_SubjectST7201J0-PSG_EEG_Pz-Oz,2582.2108497352733,
SleepDB,SleepDB_SubjectST7201J0-PSG_EOG_horizontal,2614.231479370703,
SleepDB,SleepDB_SubjectST7201J0-PSG_EMG_submental,2428.8479745518134,
SleepDB,SleepDB_SubjectST7212J0-PSG_EEG_Fpz-Cz,2598.421693024581,
SleepDB,SleepDB_SubjectST7212J0-PSG_EEG_Pz-Oz,2614.287414741842,
SleepDB,SleepDB_SubjectST7212J0-PSG_EOG_horizontal,2683.1195125241943,
SleepDB,SleepDB_SubjectST7212J0-PSG_EMG_submental,2615.5763377792005,
SleepDB,SleepDB_SubjectST7221J0-PSG_EEG_Fpz-Cz,2612.601044089231,
SleepDB,SleepDB_SubjectST7221J0-PSG_EEG_Pz-Oz,2541.731181281829,
SleepDB,SleepDB_SubjectST7221J0-PSG_EOG_horizontal,2615.9500203065486,
SleepDB,SleepDB_SubjectST7221J0-PSG_EMG_submental,2739.333311597077,
SleepDB,SleepDB_SubjectST7241J0-PSG_EEG_Fpz-Cz,2652.9562279306742,
SleepDB,SleepDB_SubjectST7241J0-PSG_EEG_Pz-Oz,2629.844457160061,
SleepDB,SleepDB_SubjectST7241J0-PSG_EOG_horizontal,2665.0607108348668,
SleepDB,SleepDB_SubjectST7241J0-PSG_EMG_submental,2576.2188284039344,
